femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,,incidentBeginDate,incidentEndDate,fipsCountyCode,placeCode,designatedArea,,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,99,99099,Early (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,117,99117,Forsyth (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,119,99119,Franklin (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,121,99121,Fulton (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,123,99123,Gilmer (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,195,99195,Madison (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,201,99201,Miller (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,227,99227,Pickens (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,241,99241,Rabun (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,281,99281,Towns (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,291,99291,Union (County),,,,,
DR-1554-GA,1554,GA,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,311,99311,White (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,1,99001,Alamance (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,5,99005,Alleghany (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,33,99033,Caswell (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,57,99057,Davidson (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,67,99067,Forsyth (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,75,99075,Graham (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,81,99081,Guilford (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,151,99151,Randolph (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,157,99157,Rockingham (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,169,99169,Stokes (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,193,99193,Wilkes (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,9,99009,Ashe (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,11,99011,Avery (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,21,99021,Buncombe (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,23,99023,Burke (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,27,99027,Caldwell (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,87,99087,Haywood (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,89,99089,Henderson (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,99,99099,Jackson (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,111,99111,McDowell (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,113,99113,Macon (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,115,99115,Madison (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,121,99121,Mitchell (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,149,99149,Polk (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,161,99161,Rutherford (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,173,99173,Swain (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,175,99175,Transylvania (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,189,99189,Watauga (County),,,,,
DR-1553-NC,1553,NC,DR,2004-09-18T00:00:00.000Z,2004,Hurricane,HURRICANE IVAN,,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,199,99199,Yancey (County),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,1,99001,Adjuntas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,23,99023,Cabo Rojo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,49,99049,Culebra (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,55,99055,Guanica (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,59,99059,Guayanilla (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,61,99061,Guaynabo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,67,99067,Hormigueros (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,73,99073,Jayuya (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,79,99079,Lajas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,83,99083,Las Marias (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,89,99089,Luquillo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,93,99093,Maricao (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,97,99097,Mayaguez (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,111,99111,Penuelas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,113,99113,Ponce (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,121,99121,Sabana Grande (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,125,99125,San German (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,127,99127,San Juan (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,139,99139,Trujillo Alto (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,153,99153,Yauco (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,57,99057,Guayama (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,3,99003,Aguada (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,5,99005,Aguadilla (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,7,99007,Aguas Buenas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,9,99009,Aibonito (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,11,99011,Anasco (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,13,99013,Arecibo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,15,99015,Arroyo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,17,99017,Barceloneta (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,19,99019,Barranquitas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,21,99021,Bayamon (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,25,99025,Caguas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,27,99027,Camuy (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,29,99029,Canovanas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,31,99031,Carolina (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,33,99033,Catano (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,35,99035,Cayey (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,37,99037,Ceiba (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,39,99039,Ciales (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,41,99041,Cidra (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,43,99043,Coamo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,45,99045,Comerio (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,47,99047,Corozal (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,51,99051,Dorado (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,53,99053,Fajardo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,54,99054,Florida (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,63,99063,Gurabo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,65,99065,Hatillo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,69,99069,Humacao (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,71,99071,Isabela (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,75,99075,Juana Diaz (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,77,99077,Juncos (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,81,99081,Lares (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,85,99085,Las Piedras (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,87,99087,Loiza (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,91,99091,Manati (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,95,99095,Maunabo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,99,99099,Moca (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,101,99101,Morovis (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,103,99103,Naguabo (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,105,99105,Naranjito (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,107,99107,Orocovis (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,109,99109,Patillas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,115,99115,Quebradillas (Municipio),,,,,
DR-1552-PR,1552,PR,DR,2004-09-17T00:00:00.000Z,2004,Severe Storm,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,117,99117,Rincon (Municipio),,,,,
DR-4522-ME,4522,ME,DR,2020-04-04T00:00:00.000Z,2020,Biological,COVID-19 PANDEMIC,,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,21,90298,T05 R09 NWP,,,,,
DR-4522-ME,4522,ME,DR,2020-04-04T00:00:00.000Z,2020,Biological,COVID-19 PANDEMIC,,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,21,90300,T05 R09 WELS,,,,,
DR-4522-ME,4522,ME,DR,2020-04-04T00:00:00.000Z,2020,Biological,COVID-19 PANDEMIC,,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,21,90302,T05 R11 WELS,,,,,
